[2011-01-30/20:32:54] mysqlqry | INSERT INTO session (`UserId`, `Ip`, `StartTime`, `LastRequest`, `Hits`, `UserAgent`) VALUES (0, 2130706433, 1296415974, 1296415974, 1, 'Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.237 Safari/534.10')
[2011-01-30/20:40:40] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:40:40] mysqlqry | UPDATE session SET LastRequest = 1296416440, Hits = 41 WHERE Id = 1
[2011-01-30/20:40:40] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:40:40] mysqlqry | UPDATE session SET Hits = 42 WHERE Id = 1
[2011-01-30/20:40:58] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:40:58] mysqlqry | UPDATE session SET LastRequest = 1296416458, Hits = 43 WHERE Id = 1
[2011-01-30/20:41:01] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:01] mysqlqry | UPDATE session SET LastRequest = 1296416461, Hits = 44 WHERE Id = 1
[2011-01-30/20:41:02] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:02] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY RAND() LIMIT 2
[2011-01-30/20:41:02] mysqlqry | UPDATE session SET LastRequest = 1296416462, Hits = 45 WHERE Id = 1
[2011-01-30/20:41:03] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:03] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:41:03] mysqlqry | UPDATE session SET Hits = 46 WHERE Id = 1
[2011-01-30/20:41:03] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:03] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:41:03] mysqlqry | UPDATE session SET LastRequest = 1296416463, Hits = 47 WHERE Id = 1
[2011-01-30/20:41:04] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:04] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:41:04] mysqlqry | UPDATE session SET LastRequest = 1296416464, Hits = 48 WHERE Id = 1
[2011-01-30/20:41:04] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:04] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY RAND() LIMIT 2
[2011-01-30/20:41:04] mysqlqry | UPDATE session SET Hits = 49 WHERE Id = 1
[2011-01-30/20:41:05] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:05] mysqlqry | UPDATE session SET LastRequest = 1296416465, Hits = 50 WHERE Id = 1
[2011-01-30/20:41:05] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:05] mysqlqry | UPDATE session SET Hits = 51 WHERE Id = 1
[2011-01-30/20:41:06] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:41:06] mysqlqry | UPDATE session SET LastRequest = 1296416466, Hits = 52 WHERE Id = 1
[2011-01-30/20:42:02] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:02] mysqlqry | UPDATE session SET LastRequest = 1296416522, Hits = 53 WHERE Id = 1
[2011-01-30/20:42:03] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:03] mysqlqry | UPDATE session SET LastRequest = 1296416523, Hits = 54 WHERE Id = 1
[2011-01-30/20:42:04] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:04] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:42:04] mysqlqry | UPDATE session SET LastRequest = 1296416524, Hits = 55 WHERE Id = 1
[2011-01-30/20:42:05] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:05] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:42:05] mysqlqry | UPDATE session SET LastRequest = 1296416525, Hits = 56 WHERE Id = 1
[2011-01-30/20:42:13] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:13] mysqlqry | UPDATE session SET LastRequest = 1296416533, Hits = 57 WHERE Id = 1
[2011-01-30/20:42:15] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:15] mysqlqry | UPDATE session SET LastRequest = 1296416535, Hits = 58 WHERE Id = 1
[2011-01-30/20:42:15] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:15] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY RAND() LIMIT 2
[2011-01-30/20:42:15] mysqlqry | UPDATE session SET Hits = 59 WHERE Id = 1
[2011-01-30/20:42:16] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:16] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:42:16] mysqlqry | UPDATE session SET LastRequest = 1296416536, Hits = 60 WHERE Id = 1
[2011-01-30/20:42:17] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:17] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:42:17] mysqlqry | UPDATE session SET LastRequest = 1296416537, Hits = 61 WHERE Id = 1
[2011-01-30/20:42:17] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:17] mysqlqry | UPDATE session SET Hits = 62 WHERE Id = 1
[2011-01-30/20:42:19] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:42:19] mysqlqry | UPDATE session SET LastRequest = 1296416539, Hits = 63 WHERE Id = 1
[2011-01-30/20:43:00] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:43:00] mysqlqry | UPDATE session SET LastRequest = 1296416580, Hits = 64 WHERE Id = 1
[2011-01-30/20:43:01] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:43:01] mysqlqry | UPDATE session SET LastRequest = 1296416581, Hits = 65 WHERE Id = 1
[2011-01-30/20:43:02] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:43:02] mysqlqry | UPDATE session SET LastRequest = 1296416582, Hits = 66 WHERE Id = 1
[2011-01-30/20:46:26] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:26] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY RAND() LIMIT 2
[2011-01-30/20:46:26] mysqlqry | UPDATE session SET LastRequest = 1296416786, Hits = 67 WHERE Id = 1
[2011-01-30/20:46:26] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:26] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:46:26] mysqlqry | UPDATE session SET Hits = 68 WHERE Id = 1
[2011-01-30/20:46:27] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:27] mysqlqry | UPDATE session SET LastRequest = 1296416787, Hits = 69 WHERE Id = 1
[2011-01-30/20:46:28] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:28] mysqlqry | UPDATE session SET LastRequest = 1296416788, Hits = 70 WHERE Id = 1
[2011-01-30/20:46:29] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:29] mysqlqry | UPDATE session SET LastRequest = 1296416789, Hits = 71 WHERE Id = 1
[2011-01-30/20:46:29] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:29] mysqlqry | UPDATE session SET Hits = 72 WHERE Id = 1
[2011-01-30/20:46:31] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:31] mysqlqry | UPDATE session SET LastRequest = 1296416791, Hits = 73 WHERE Id = 1
[2011-01-30/20:46:31] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:31] mysqlqry | UPDATE session SET Hits = 74 WHERE Id = 1
[2011-01-30/20:46:34] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:34] mysqlqry | UPDATE session SET LastRequest = 1296416794, Hits = 75 WHERE Id = 1
[2011-01-30/20:46:45] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:45] mysqlqry | UPDATE session SET LastRequest = 1296416805, Hits = 76 WHERE Id = 1
[2011-01-30/20:46:46] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:46] mysqlqry | UPDATE session SET LastRequest = 1296416806, Hits = 77 WHERE Id = 1
[2011-01-30/20:46:48] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:48] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY RAND() LIMIT 2
[2011-01-30/20:46:48] mysqlqry | UPDATE session SET LastRequest = 1296416808, Hits = 78 WHERE Id = 1
[2011-01-30/20:46:49] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:49] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 1 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:46:49] mysqlqry | UPDATE session SET LastRequest = 1296416809, Hits = 79 WHERE Id = 1
[2011-01-30/20:46:49] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:49] mysqlqry | SELECT a.Id, a.Md5, a.Gender, a.SessionId, a.UploadTime, a.SiteHits, a.PositiveRating, a.NegativeRating, a.DeletionId, b.UserId AS SesUserId, b.Ip AS SesIp, b.StartTime AS SesStartTime, b.LastRequest AS SesLastRequest, b.Hits AS SesHits, b.UserAgent AS SesUserAgent FROM picture AS a INNER JOIN session AS b ON a.SessionId = b.Id WHERE a.DeletionId IS NULL AND a.Gender = 0 ORDER BY a.PositiveRating - a.NegativeRating LIMIT 10
[2011-01-30/20:46:49] mysqlqry | UPDATE session SET Hits = 80 WHERE Id = 1
[2011-01-30/20:46:50] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:50] mysqlqry | UPDATE session SET LastRequest = 1296416810, Hits = 81 WHERE Id = 1
[2011-01-30/20:46:50] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:50] mysqlqry | UPDATE session SET Hits = 82 WHERE Id = 1
[2011-01-30/20:46:51] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:51] mysqlqry | UPDATE session SET LastRequest = 1296416811, Hits = 83 WHERE Id = 1
[2011-01-30/20:46:52] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:52] mysqlqry | UPDATE session SET LastRequest = 1296416812, Hits = 84 WHERE Id = 1
[2011-01-30/20:46:53] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:53] mysqlqry | UPDATE session SET LastRequest = 1296416813, Hits = 85 WHERE Id = 1
[2011-01-30/20:46:54] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
[2011-01-30/20:46:54] mysqlqry | UPDATE session SET LastRequest = 1296416814, Hits = 86 WHERE Id = 1
[2011-01-30/20:46:54] mysqlqry | SELECT a.Id, a.UserId, a.Ip, a.StartTime, a.LastRequest, a.Hits, a.UserAgent, b.CreationTime, b.CreationIp, b.DeletionId, b.Username, b.Passhash, b.Email FROM session AS a LEFT JOIN user AS b ON a.UserId = b.Id WHERE a.Id = 1
